no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,hari_operasional,jam_buka,jam_tutup,catatan_jam
208,Pantai Pasir Mendit,3.0,1,Lainnya,0.0,0.0,-7.8943492,110.0194606,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
209,Patung Kaligintung Lor,5.0,1,Lainnya,0.0,0.0,-7.8795782,110.0885,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
292,Patung Kuda Dringo,4.0,1,Lainnya,0.0,0.0,-7.9999241,110.3440947,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
140,PATUNG SULTAN AGUNG Imogiri,5.0,1,Lainnya,0.0,0.0,-7.919995,110.3815984,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
139,Pemancingan Adi Winata,5.0,1,Lainnya,0.0,0.0,-7.7045773,110.5120115,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
105,Ruang Perawatan Jenderal Soedirman,5.0,1,Lainnya,0.0,0.0,-7.7764736,110.3767439,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
110,Situs Gedong Pusoko,5.0,1,Lainnya,0.0,0.0,-7.807846,110.4037578,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
164,Taman Edukasi dan Outbound Sunan Kalijaga,5.0,1,Lainnya,0.0,0.0,-7.8092066,110.4132518,Destinasi wisata di Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
443,Wisata Air Wanatirta Kencana,5.0,1,Wisata Air,10000.0,15000.0,-7.8914433,110.548354,"Wahana bermain air di Taman Wisata Air Tirta Kencana cukup lengkap, mulai dari water sled yang khusus untuk anak-anak, dan juga disediakan water sled yang dikhususkan bagi orang dewasa. Kolam renang menjadi tempat favorit para wisatawan untuk menikmati segarnya air yang juga dibagi untuk anak-anak dan juga orang dewasa.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
511,Gudeg Yu Djum,4.6,12500,Kuliner,25000.0,25000.0,-7.76806,110.4156,"Gudeg paling legendaris di Jogja sejak 1951. Menggunakan resep turun-temurun dengan nangka muda, krecek, dan telur bacem. Buka sejak subuh dengan proses memasak pakai kayu bakar.",Setiap hari,07:30,21:00,"Jl. Laksda Adisucipto KM 9, Maguwoharjo, Sleman"
512,Warung Kopi Klotok,4.5,9800,Kuliner,25000.0,25000.0,-7.7603,110.3757,"Warung kopi suasana pedesaan Jawa yang ikonik di Jogja. Terkenal dengan sayur lodeh terong, telur krispi, tempe garit, dan kopi khas. Masuk daftar TasteAtlas 2025.",Setiap hari,05:30,22:00,"Jl. Agro No.2 CT3, Kocoran, Caturtunggal, Depok, Sleman"
513,House of Raminten,4.4,18700,Kuliner,40000.0,40000.0,-7.7897,110.371,Restoran ikonik Jogja berkonsep tradisional Jawa nyentrik. Menyajikan menu mulai angkringan hingga hidangan unik khas Jawa. Spot budaya dan kuliner favorit wisatawan.,Setiap hari,10:00,00:00,"Buka hingga tengah malam. Jl. FM Noto No.7, Kotabaru, Gondokusuman"
514,Sate Klathak Pak Pong,4.6,8200,Kuliner,35000.0,35000.0,-7.8503,110.4151,Kuliner ikonik Bantul menggunakan tusukan jeruji sepeda dan hanya dibumbui garam. Daging kambing empuk disajikan dengan kuah gulai. Pelopor sate klathak terpopuler di Jogja.,Setiap hari,11:00,22:00,"Jl. Imogiri Timur KM 10, Jejeran, Pleret, Bantul"
515,Gudeg Pawon,4.7,7600,Kuliner,41000.0,41000.0,-7.8073,110.3756,Gudeg malam legendaris unik sejak 1958. Pengunjung langsung antre di pawon (dapur) tradisional dengan tungku kayu. Hanya buka malam 3 jam saja dan sering habis dalam 1-2 jam.,Setiap hari,21:30,23:59,"Buka malam 21:30 WIB hingga habis. Jl. Prof. DR. Soepomo UH/IV No.36, Warungboto"
516,Oseng Mercon Bu Narti,4.5,6100,Kuliner,30000.0,30000.0,-7.8036,110.3648,"Warung kuliner pedas legendaris sejak 1998. Menu andalan oseng-oseng tetelan, kulit, tulang sapi dengan cabai rawit ekstrem. Destinasi wajib bagi pencinta pedas.",Setiap hari,18:00,23:00,"Buka sore-malam. Jl. KH. Ahmad Dahlan, Purwodiningratan, Ngampilan"
517,Angkringan Lik Man,4.4,5400,Kuliner,15000.0,15000.0,-7.7878,110.3666,Angkringan legendaris Jogja sejak 1967 di dekat Stasiun Tugu. Terkenal dengan kopi jos (kopi dengan arang membara). Tempat berkumpul semua kalangan di malam hari.,Setiap hari,14:00,03:00,"Buka siang hingga dini hari 03:00. Jl. Wongsodirjan, Gedong Tengen"
518,Gudeg Mbah Lindu,4.5,4800,Kuliner,15000.0,15000.0,-7.7953,110.3659,Gudeg paling legendaris di kawasan Malioboro sejak zaman dahulu. Buka subuh dan biasanya habis sebelum siang. Harga sangat terjangkau dan rasa autentik khas Jogja.,Setiap hari,05:00,11:00,"Buka subuh-siang, sering habis sebelum 11:00. Sosrowijayan, Gedong Tengen"
519,Soto Bathok Mbah Katro,4.4,4200,Kuliner,20000.0,20000.0,-7.6245,110.4293,Soto Solo unik yang disajikan dalam bathok (tempurung kelapa) di tepi sawah kawasan Kaliurang. Perpaduan wisata kuliner dan budaya yang ikonik.,Setiap hari,06:00,16:00,"Kawasan Pakem, dekat Kaliurang"
520,Jejamuran Restaurant,4.5,8900,Kuliner,50000.0,50000.0,-7.6962,110.3674,"Restoran khusus menu jamur unik sejak 2006. Menyajikan sate, tongseng, rendang hingga pizza berbahan jamur segar. Dilengkapi wisata edukasi budidaya jamur. Masuk TasteAtlas 2025.",Setiap hari,08:00,22:00,"Jl. Magelang KM 11, Niron, Pandowoharjo, Sleman"
521,Pasar Beringharjo,4.5,14300,Kuliner,0.0,0.0,-7.8016,110.3647,"Pasar tradisional terlengkap Yogyakarta dekat Malioboro. Surga batik, kerajinan, dan kuliner khas Jogja. Tersedia jajanan pasar, gudeg, dan oleh-oleh khas sejak zaman Kesultanan.",Setiap hari,07:00,17:00,"Jl. Pabringan No.1, Ngupasan, Gondomanan. Beberapa pedagang buka lebih malam"
522,Bale Raos,4.5,5600,Kuliner,80000.0,80000.0,-7.8048,110.3649,Restoran istimewa menyajikan hidangan resep turun-temurun Keraton Yogyakarta. Menu eksklusif khas Sultan yang jarang ditemui di tempat lain. Berlokasi di kawasan keraton.,Setiap hari,10:00,22:00,"Jl. Magangan Kulon No.1, Panembahan, Kraton"
523,Mie Ayam Bu Tumini,4.4,3800,Kuliner,20000.0,20000.0,-7.8136,110.3881,Warung mie ayam terkenal di Jogja dengan kuah cokelat khas dan mie kenyal. Pilihan ceker tersedia. Harga sangat terjangkau Rp12.000–Rp26.000.,Setiap hari,10:00,17:00,"Jl. Imogiri Tim. No.187, Giwangan, Umbulharjo"
524,Ayam Goreng Bu Tini,4.5,6200,Kuliner,40000.0,40000.0,-7.7972,110.3623,Ayam goreng khas Jogja dengan cara dibacem hingga empuk sebelum digoreng. Masuk daftar restoran terbaik TasteAtlas 2025. Menggunakan ayam kampung berukuran besar dengan rasa gurih meresap.,Setiap hari,09:00,21:00,"Jl. Sultan Agung No.17, Gunungketur, Pakualaman"
530,Ibarbo Park,4.4,8500,Buatan,35000.0,65000.0,-7.6712,110.3564,"Taman wisata modern terpadu dengan aviari terbesar di Indonesia (100+ jenis burung), mini zoo, kota kartun, wahana permainan, dan pusat oleh-oleh khas Jogja. Diresmikan 2024.",Setiap hari,09:00,17:00,"Jl. Magelang KM 14, Jetis, Caturharjo, Sleman"
531,HeHa Forest,4.3,6200,"Alam, Buatan",20000.0,20000.0,-7.5987,110.4161,Wisata alam hutan modern di kaki Gunung Merapi dengan spot foto instagramable dan fasilitas kafe. Wahana utama Bridge Me to The Moon yang viral. Suasana sejuk dan asri.,Setiap hari,08:00,21:00,"Weekday 08:00–21:00; Weekend 08:00–22:00. Jl. Kaliurang KM 22, Pakem, Sleman"
532,Suraloka Interactive Zoo,4.4,7100,Buatan,35000.0,35000.0,-7.6095,110.4222,"Kebun binatang interaktif di Kaliurang dengan 400+ satwa unik termasuk alpaca, caracal, wallaby, dan meerkat. Pengunjung bisa berinteraksi langsung dan memberi makan hewan.",Setiap hari,09:00,17:00,"Jl. Boyong No.97, Hargobinangun, Pakem, Sleman"
533,Obelix Sea View,4.3,5400,"Alam, Pantai",20000.0,20000.0,-8.0558,110.5045,Destinasi wisata tebing pantai selatan dengan pemandangan Samudra Hindia spektakuler. Terkenal sebagai spot sunset terbaik ala Bali di Yogyakarta. Dilengkapi kafe dan restoran.,Setiap hari,09:00,21:00,"Jl. Giricahyo, Purwosari, Gunungkidul"
534,Obelix Hills,4.4,7800,"Buatan, Alam",10000.0,10000.0,-7.7775,110.5018,Wisata bukit kekinian dengan 30+ spot foto dan pemandangan sunset spektakuler Kota Yogyakarta dari ketinggian. Dilengkapi restoran dan kafe bernuansa modern-alam.,Setiap hari,10:00,21:00,"Weekday 10:00–21:00; Weekend 08:00–21:00. Jl. Dlingo-Patuk, Bantul/Gunungkidul"
535,Drini Park,4.3,4800,"Pantai, Buatan",40000.0,50000.0,-8.1467,110.5917,"Wisata terbaru (Des 2025) di atas tebing karang Pantai Drini. Kafe, restoran, dan spot foto estetis dengan view Samudra Hindia. Sering disebut mirip Bali, hits di medsos.",Setiap hari,08:00,22:00,"Banjarejo, Tanjungsari, Gunungkidul"
536,HeHa Ocean View,4.3,9200,"Pantai, Buatan",20000.0,20000.0,-8.0617,110.4583,"Wisata tepi pantai selatan kekinian dengan spot foto berlatar Samudra Hindia. Tersedia kafe, restoran, glamping/kabin. Jam operasional panjang hingga malam, cocok untuk menikmati sunset.",Setiap hari,09:00,21:00,"Bolang, Girikarto, Panggang, Gunungkidul"
537,Studio Alam Gamplong,4.3,5600,"Buatan, Budaya dan Sejarah",10000.0,10000.0,-7.7995,110.2654,"Bekas lokasi syuting film Sultan Agung, Bumi Manusia, Habibie Ainun. Set bangunan zaman kolonial yang kini jadi destinasi wisata unik. Bisa naik kereta tua dan foto di sudut estetik.",Setiap hari,09:00,17:00,"Gamplong 1, Sumber Rahayu, Moyudan, Sleman"
538,Jungwook Blue Ocean,4.2,3200,"Pantai, Buatan",30000.0,30000.0,-8.2104,110.7265,"Wisata baru konsep bangunan ala Santorini (putih-biru) di tepi pantai Gunungkidul. Kolam renang menghadap lautan lepas, restoran, dan pemandangan pantai eksotis.",Setiap hari,08:00,18:00,"Jl. Terminal Jungwok, Pendowo, Jepitu, Girisubo, Gunungkidul"
539,Ullen Sentalu Museum,4.7,9800,"Museum, Budaya dan Sejarah",30000.0,30000.0,-7.6128,110.4235,"Museum budaya dan sejarah Kasultanan Yogyakarta-Surakarta di kawasan Kaliurang. Koleksi lengkap artefak, batik, dan cerita sejarah Mataram. Salah satu museum terbaik Jogja.",Selasa–Minggu,08:30,16:00,"Senin tutup. Jl. Boyong KM 25, Kaliurang, Hargobinangun, Pakem, Sleman"
540,Goa Jomblang,4.6,8900,"Alam, Minat Khusus",450000.0,450000.0,-8.0231,110.6324,Gua vertikal ikonik dengan fenomena cahaya surga yang spektakuler. Sinar matahari menembus mulut gua menciptakan berkas cahaya magis di lantai gua. Wajib reservasi jauh sebelumnya.,Setiap hari,07:00,15:00,"Hanya dengan reservasi. Jl. Dusun Jetis Wetan, Pacarejo, Semanu, Gunungkidul"
541,Gunung Api Purba Nglanggeran,4.5,7200,"Alam, Minat Khusus",10000.0,10000.0,-7.8378,110.5512,"Wisata alam unik berupa sisa aktivitas vulkanik jutaan tahun lalu di Patuk, Gunungkidul. Trekking di antara batu-batu raksasa. Pemandangan indah dari puncak dan sunrise terbaik.",Setiap hari,06:00,17:00,"Nglanggeran, Patuk, Gunungkidul"
542,Air Terjun Sri Gethuk,4.5,6100,"Alam, Wisata Air",10000.0,10000.0,-7.9418,110.6172,Air terjun bertingkat di tebing karst Gunungkidul dengan aliran deras. Dikelilingi tebing-tebing karang menjulang. Akses via perahu menyeberangi sungai atau jalan kaki.,Setiap hari,08:00,17:00,"Mungguran II, Bleberan, Playen, Gunungkidul"
543,Goa Pindul,4.5,12400,"Alam, Wisata Air",40000.0,40000.0,-7.8967,110.6543,"Cave tubing menyusuri sungai bawah tanah sepanjang 350m dengan ban pelampung. Ada zona terang, remang, dan gelap. Wisata petualangan paling populer di Gunungkidul.",Setiap hari,07:00,17:00,"Jl. Goa Pindul Gelaran 2, Bejiharjo, Karangmojo, Gunungkidul"
544,Museum Gunung Merapi,4.4,5800,Museum,5000.0,5000.0,-7.6257,110.4312,"Museum di kaki Gunung Merapi yang menyajikan informasi sejarah erupsi, replika gunung, simulasi gempa, dan semburan awan panas. Wisata edukasi vulkanologi lengkap.",Selasa–Minggu,08:00,16:00,"Senin tutup. Jl. Boyong KM 22, Hargobinangun, Pakem, Sleman"
545,Bakpia Pathok 25,4.6,15000,Pusat Oleh-Oleh,0.0,0.0,-7.7997,110.3552,Pusat pembuatan dan penjualan bakpia legendaris di Jogja.,Setiap hari,06:00,23:30,Terkonfirmasi: 06:00 - 23:30
546,Teras Malioboro 1,4.7,5000,Pusat Oleh-Oleh,0.0,0.0,-7.7984,110.3653,Pusat relokasi PKL Malioboro dengan fasilitas lengkap dan nyaman.,Setiap hari,08:00,23:00,Terkonfirmasi: 08:00 - 23:00
547,Teras Malioboro 2,4.6,4500,Pusat Oleh-Oleh,0.0,0.0,-7.7972,110.3655,"Pusat PKL Malioboro sisi utara, tempat belanja pakaian dan pernak-pernik.",Setiap hari,08:00,23:00,Terkonfirmasi: 08:00 - 23:00
548,Mirota Batik (Hamzah Batik),4.7,12000,Pusat Oleh-Oleh,0.0,0.0,-7.8,110.3653,Toko batik dan kerajinan khas Jogja yang sangat populer dengan interior Jawa.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
549,Studio Alam Gamplong,4.5,6000,Buatan,10000.0,10000.0,-7.8105,110.2312,"Studio alam yang dijuluki mini Hollywood, sering digunakan untuk syuting film.",Selasa–Minggu,08:00,17:00,Terkonfirmasi: 08:00 - 17:00 (Senin tutup)
550,Candi Ijo,4.6,8500,Budaya dan Sejarah,7000.0,7000.0,-7.7844,110.5053,"Candi Hindu yang terletak di bukit kapur, menawarkan pemandangan sunset yang indah.",Setiap hari,06:00,17:30,Terkonfirmasi: 06:00 - 17:30
551,Stonehenge Merapi,4.3,3200,Buatan,15000.0,15000.0,-7.6046,110.4485,Replika monumen Stonehenge yang berada di kawasan lereng Gunung Merapi.,Setiap hari,07:00,17:00,Terkonfirmasi: 07:00 - 17:00
552,Watu Goyang,4.4,4100,Alam,5000.0,5000.0,-7.9142,110.4283,Bukit dengan formasi batu unik dan pemandangan luas kota Yogyakarta.,Setiap hari,06:00,18:00,Terkonfirmasi: 06:00 - 18:00
553,Bakpia Kurnia Sari,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.7963,110.3846,Toko bakpia premium di Yogyakarta dengan berbagai varian rasa.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
554,Bakpia Kukus Tugu Jogja,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.7844,110.3667,Oleh-oleh kekinian Jogja berupa bakpia kukus dengan isian lumer.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
555,Dagadu Djokdja (Yogyatourium),4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8225,110.3752,Pusat kaos dan cinderamata dengan desain unik khas kata-kata Jogja.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
556,Museum & Factory Cokelat Monggo,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8427,110.334,Pusat pembuatan dan toko cokelat lokal Jogja ala Belgia.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
557,Omah Oblong,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8101,110.3639,Pusat kaos khas Jogja dengan desain kreatif dan bahan berkualitas.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
558,Gudeg Yu Djum Pusat,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.7618,110.3807,Warung gudeg legendaris Jogja yang juga menyediakan gudeg kendil untuk oleh-oleh.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
559,Pusat Kerajinan Perak Kotagede,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8286,110.3995,Kawasan sentra kerajinan perak peninggalan Mataram yang artistik.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
560,Desa Wisata Kasongan (Sentra Gerabah),4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8465,110.3392,Sentra kerajinan gerabah dan keramik untuk hiasan interior.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
561,Sentra Kerajinan Kulit Manding,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.893,110.3359,"Pusat produksi dan penjualan kerajinan kulit seperti tas, jaket, dan sepatu.",Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
562,Yangko Pak Prapto,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8281,110.4005,Toko penjual yangko (kue kenyal manis khas Kotagede).,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
563,Geplak Mbok Tumpuk,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8879,110.3283,Toko legendaris di Bantul yang menjual geplak manis aneka warna.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
564,Jogja Scrummy,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.7601,110.3802,Oleh-oleh kue kekinian perpaduan puff pastry dan brownies.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
565,Mamahke Jogja,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.808,110.363,Toko kue oleh-oleh kekinian khas Jogja milik artis.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
566,Batik Yudhistira,4.5,500,Pusat Oleh-Oleh,0.0,0.0,-7.8094,110.3705,Pusat perbelanjaan batik besar yang nyaman dan harga terjangkau.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
567,Suraloka Zoo,4.5,500,Buatan,0.0,0.0,-7.5991,110.4262,"Kebun binatang interaktif dan edukatif di kawasan Kaliurang, cocok untuk anak-anak.",Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
568,Obelix Village,4.5,500,Buatan,0.0,0.0,-7.7011,110.3732,"Destinasi wisata keluarga dengan little zoo, mini farm, dan resto bernuansa pedesaan.",Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
569,Puncak Segoro,4.5,500,Alam,0.0,0.0,-8.1157,110.4851,Kawasan wisata tebing pinggir laut di Gunungkidul yang menyerupai Nusa Penida.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
570,Teras Kaca Pantai Nguluran,4.5,500,Alam,0.0,0.0,-8.1158,110.4838,Spot foto berupa teras berlantai kaca di atas tebing pantai selatan.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
571,Mahaloka Meno,4.5,500,Buatan,0.0,0.0,-7.7712,110.2114,Spot nongkrong instagenic di tengah hamparan sawah Nanggulan Kulon Progo.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
572,Geblek Pari Nanggulan,4.5,500,Buatan,0.0,0.0,-7.771,110.212,Resto dengan konsep tradisional di pinggir sawah Nanggulan Kulon Progo.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
573,Bukit Bintang,4.5,500,Alam,0.0,0.0,-7.8464,110.4735,Tempat nongkrong di perbukitan Pathuk untuk menikmati gemerlap lampu kota Jogja malam hari.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
574,Puncak Sosok,4.5,500,Alam,0.0,0.0,-7.8732,110.4137,Destinasi senja di Bantul dengan live music akustik dan kuliner tradisional.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
575,Grojogan Watu Purbo,4.5,500,Alam,0.0,0.0,-7.6433,110.334,Air terjun berundak 6 tingkat buatan manusia yang sangat fotogenik di Sleman.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
576,Ledok Sambi,4.5,500,Alam,0.0,0.0,-7.6322,110.4243,Wisata piknik keluarga dan camping di tepi aliran sungai yang asri di Kaliurang.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
577,Lava Bantal,4.5,500,Alam,0.0,0.0,-7.8093,110.4578,Situs geoheritage berupa bebatuan lava yang menyerupai bantal di aliran Sungai Opak.,Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
578,Pantai Wohkudu,4.5,500,Pantai,0.0,0.0,-8.1147,110.4789,"Pantai tersembunyi yang diapit dua bukit karang, sangat cocok untuk camping.",Setiap hari,08:00,21:00,Terkonfirmasi: 08:00 - 21:00
579,Desa Wisata Tembi,4.5,500,Desa Wisata,10000.0,10000.0,-7.8631,110.3547,Desa wisata yang menawarkan nuansa budaya Jawa kental dan rumah-rumah limasan.,Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
580,Desa Wisata Kaki Langit Mangunan,4.5,500,Desa Wisata,10000.0,10000.0,-7.9304,110.43,"Desa wisata edukasi dan alam di kawasan Dlingo, Bantul.",Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
581,Desa Wisata Tinalah,4.5,500,Desa Wisata,10000.0,10000.0,-7.7337,110.2195,"Desa wisata dengan spot camping, river tubing, dan outbond di Kulon Progo.",Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
582,Desa Wisata Kembangarum,4.5,500,Desa Wisata,10000.0,10000.0,-7.6534,110.3662,Desa wisata pendidikan dengan lingkungan pedesaan yang asri dan aktivitas tradisional.,Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
583,Kampung Wisata Dipowinatan,4.5,500,Desa Wisata,10000.0,10000.0,-7.8173,110.3705,Kampung wisata di tengah kota Jogja yang menonjolkan kearifan lokal budaya Jawa.,Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
584,Museum Affandi,4.5,500,Museum,10000.0,10000.0,-7.7828,110.3957,"Museum seni rupa yang memamerkan karya pelukis maestro Indonesia, Affandi. Sangat dekat dengan Halte TransJogja UIN/Museum Affandi.",Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
585,Museum Sonobudoyo,4.5,500,Museum,10000.0,10000.0,-7.8026,110.3639,Museum sejarah dan kebudayaan Jawa terlengkap kedua setelah Museum Nasional. Dekat Halte TransJogja Titik Nol/Senopati.,Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
586,Taman Budaya Yogyakarta (TBY),4.5,500,Budaya dan Sejarah,10000.0,10000.0,-7.8003,110.3672,Pusat pengembangan dan pertunjukan seni budaya di Jogja. Sangat dekat dari Halte TransJogja Senopati.,Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
587,Alun-Alun Kidul (Alkid),4.5,500,Budaya dan Sejarah,10000.0,10000.0,-7.8116,110.3631,Pusat keramaian malam dengan sepeda hias dan beringin kembar. Dapat diakses dari halte sekitar Jokteng/Katamso.,Setiap hari,10:00,22:00,Terkonfirmasi: 10:00 - 22:00
588,Plengkung Gading,4.5,500,Budaya dan Sejarah,10000.0,10000.0,-7.8139,110.3631,Gerbang selatan Keraton Yogyakarta yang berarsitektur megah. Dekat Halte TransJogja MT Haryono.,Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
589,Jogja Expo Center (JEC),4.5,500,Buatan,10000.0,10000.0,-7.8021,110.4042,Pusat pameran dan eksibisi terbesar di Yogyakarta. Di depannya terdapat Halte TransJogja JEC.,Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
590,Museum Biologi UGM,4.5,500,Museum,10000.0,10000.0,-7.8016,110.3739,"Museum dengan koleksi flora dan fauna. Terletak di Jalan Sultan Agung, mudah diakses dengan TransJogja.",Setiap hari,08:00,16:00,Terkonfirmasi: 08:00 - 16:00
591,Ambarrukmo Plaza (Amplaz),4.5,500,Buatan,10000.0,10000.0,-7.7823,110.4011,Pusat perbelanjaan modern populer. Tepat di depannya terdapat Halte TransJogja Amplaz.,Setiap hari,10:00,22:00,Terkonfirmasi: 10:00 - 22:00
592,Pakuwon Mall Jogja,4.5,500,Buatan,10000.0,10000.0,-7.7564,110.398,Pusat perbelanjaan terbesar di Yogyakarta. Dekat dengan jalur TransJogja Ring Road Utara.,Setiap hari,10:00,22:00,Terkonfirmasi: 10:00 - 22:00
593,Jogja City Mall (JCM),4.5,500,Buatan,10000.0,10000.0,-7.7262,110.3582,Pusat perbelanjaan dengan arsitektur Romawi klasik. Dekat dengan Halte TransJogja MM TC.,Setiap hari,10:00,22:00,Terkonfirmasi: 10:00 - 22:00
594,Desa Wisata Krebet,4.5,500,Desa Wisata,10000.0,10000.0,-7.869,110.3168,Sentra kerajinan batik kayu yang unik di Bantul.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
595,Desa Wisata Brayut,4.5,500,Desa Wisata,10000.0,10000.0,-7.7121,110.3473,Desa wisata budaya yang menonjolkan kegiatan pertanian tradisional.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
596,Desa Wisata Wukirsari,4.5,500,Desa Wisata,10000.0,10000.0,-7.9158,110.3879,Kawasan sentra batik tulis dan wisata religi makam raja-raja Imogiri.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
597,Kampung Wisata Kauman,4.5,500,Desa Wisata,10000.0,10000.0,-7.8016,110.3621,"Kampung bersejarah dekat Keraton, pusat awal persebaran Muhammadiyah.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
598,Desa Wisata Ketingan,4.5,500,Desa Wisata,10000.0,10000.0,-7.7475,110.3429,Desa wisata yang terkenal sebagai habitat alami burung kuntul (blekok).,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
599,Museum Ullen Sentalu,4.5,500,Museum,10000.0,10000.0,-7.5973,110.4234,Museum seni dan budaya Jawa yang sangat indah di kawasan Kaliurang.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
600,Museum Perjuangan Yogyakarta,4.5,500,Museum,10000.0,10000.0,-7.8164,110.3725,Museum sejarah perjuangan kemerdekaan RI. Dekat rute TransJogja Halte Sugiono.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
601,Museum Dewantara Kirti Griya,4.5,500,Museum,10000.0,10000.0,-7.8055,110.3789,"Bekas kediaman Ki Hajar Dewantara, pelopor pendidikan Indonesia.",Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
602,Museum Sasmitaloka Panglima Besar Jenderal Sudirman,4.5,500,Museum,10000.0,10000.0,-7.8018,110.3728,Museum dedikasi untuk Jenderal Sudirman. Dekat halte TransJogja di Jl. Bintaran.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
603,Museum Kereta Keraton,4.5,500,Museum,10000.0,10000.0,-7.8066,110.3619,Museum yang memamerkan koleksi kereta kencana Keraton Yogyakarta.,Setiap hari,08:00,17:00,Terkonfirmasi: 08:00 - 17:00
